Species_TTOL	SCH	rest_of_brain	rest_of_brain2	BOD	BOD2
Pan_troglodytes	3.305	3.0789623596587	9.48000921219507	4.663	21.743569
Papio_cynocephalus	3.117	3.0789623596587	9.48000921219507	4.398	19.342404
Perodicticus_potto	2.516	3.0789623596587	9.48000921219507	3.061	9.369721
Pithecia_monachus	2.461	3.0789623596587	9.48000921219507	3.176	10.086976
Piliocolobus_badius	2.911	3.0789623596587	9.48000921219507	3.845	14.784025
Propithecus_verreauxi	2.646	3.0789623596587	9.48000921219507	3.542	12.545764
Pygathrix_nemaeus	2.859	3.0789623596587	9.48000921219507	3.875	15.015625
Saguinus_midas	2.079	3.0789623596587	9.48000921219507	2.531	6.405961
Saguinus_oedipus	2.029	3.0789623596587	9.48000921219507	2.58	6.6564
Saimiri_sciureus_sciureus	2.225	3.0789623596587	9.48000921219507	2.82	7.9524
Tarsius_tarsier	1.839	3.0789623596587	9.48000921219507	2.097	4.397409
Varecia_variegata	2.784	3.0789623596587	9.48000921219507	3.477	12.089529
